"codigo_ibge","safra_soja","latitude","longitude","area_total","n_sinistros","n_apolices","sum_indenizacao_total","sum_total_premios","tipo_solo","awc_ana","area_total_irrigada_fertigada_percentual","X","PC_Prec_1","PC_Prec_2","PC_Prec_3","PC_Prec_4","PC_Temp_1","PC_Temp_2"
4310876,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19880,-0.0350339384618357,0.00617138412395102,0.00308809176914247,0.00125270352258819,0.554158946344627,-0.617926431111761
4111902,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19920,-0.293537856627282,2.51192357209066,-1.10634685537826,0.874092568295405,0.0963450142243997,-0.632505541983628
4311106,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19976,-0.0284128983682135,0.0077546266719579,-0.000617882831788079,0.00541970428300888,0.484477430164557,-0.688246373018787
4112009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19984,-0.229904436370675,2.29556472837298,-0.872459059176596,0.397844669119633,3.8563002398636,0.687327734871717
3524808,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20056,1.1178871733872,0.95416242659405,0.251772478412809,-0.155957598210321,-3.26075966700966,-0.78585291622148
5211701,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20088,0.0341359896567902,-0.00901619842733262,0.00833782344695043,0.00315517817548383,-1.08439841122697,-0.113177931618759
4112108,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20096,-0.616175923494519,2.23237506522952,-1.14964245906682,0.883935105445236,0.198365169024479,-0.867653760570803
4112306,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20208,-0.321822999400661,2.21846119146695,-0.555700719750516,0.436450369463387,1.69248530262677,-0.274503163674227
4112405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240,-0.658037945927331,1.75220118686556,-0.852421104564225,1.10402412418328,-0.738257206479559,-1.4147099202179
5004908,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20288,0.00722798248648606,0.00247127625637434,0.000160308495678265,-0.000871482841568538,-0.747480945054876,-0.451322564170784
4112603,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20360,0.00529893338156188,0.0152118673158022,-0.00367771641317474,0.00348935608305166,-0.621923494664157,-0.67201715736221
3525102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20368,1.78891506040203,1.20936341270427,0.733862341306162,-0.211300870707211,-0.563726709737262,0.229486871603549
4311130,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20384,-0.0305245858837721,0.00822711730086105,0.00122980845949254,0.00368334869065575,0.550196873973289,-0.61009128577475
3525300,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20472,0.0184652055357845,0.021994573443624,0.000199208943293063,0.00135288162488213,-0.308520698469699,-0.258263491978882
2105476,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20520,0.0198788619126396,0.00400021276983424,-0.00720717955756722,-0.000285925436853336,-1.76780637048565,-0.473563989716563
3525409,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20592,2.25919224992021,0.587316157501848,0.812479970973345,-0.0631910983911316,-0.663784875820617,0.696119165322107
3136306,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20776,0.0307492396847094,0.00703854225728852,0.00976434749675993,-0.00224123539177245,-0.371192473679792,0.318968881040962
4311155,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20848,-0.0291226817666136,0.00845291867437318,-2.20105041740242e-06,0.00425294980047249,0.294606214797849,-0.872432481492695
5105101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20952,0.0270984635412482,-0.0133091266919705,-0.00747143647485435,0.00793849535508669,-1.24622639952991,-0.0992813480624044
4311205,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21072,-0.0341932043319191,0.00688454877979906,0.000498894655838728,0.00242219986645579,0.700612301144762,-0.525101887010305
3526001,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21152,0.478897106482789,1.54920034498001,0.297359627576495,0.321667455040588,-2.42972089003407,-1.23431820858267
5212204,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21288,0.0275587300800794,-0.00260088492048039,0.0042808315570054,0.000330411544692986,-1.66152967472657,-0.46906486347039
4113007,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21296,-0.000921663528424256,0.0135973873662367,-0.00470951636312261,0.00364393074872603,-0.124881182291538,-0.424865256782089
5005152,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21328,0.000422562513057705,0.00970754961788651,-0.00282347215870876,0.00511992609581956,-1.08662891815181,-1.29682722719233
4113106,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21344,-0.616175923494519,2.23237506522952,-1.14964245906682,0.883935105445236,0.198365169024479,-0.867653760570803
3137106,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21392,2.72152661124293,-0.297580270973587,1.94894002333156,-0.508095629763307,-0.723515804820584,1.27547652408363
4209300,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21408,-1.81370074864786,1.233302055304,-0.414802802077747,-0.0376148472848178,6.12289173642796,0.456017491036012
4311239,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21464,-3.1155256607424,1.61097281693367,-0.0567716420769859,0.226381383219241,2.24900241582055,-1.86892722002792
1711902,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21488,0.0394978795123598,-0.0137114438428753,0.0141246135287382,-0.00451819801300679,-1.81608220115282,-0.410831656344916
3137205,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21496,0.0272908054939752,0.00709755508156846,0.00683900676524949,-0.000540206200157922,0.530847311890422,0.582461124622605
3137502,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21632,2.62005471317673,-0.250402928991681,1.63530528033252,-0.726902623498041,-0.0467607583179112,1.40601416090964
4311254,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21720,-3.06801197473207,1.51521667770391,-0.263914375787034,0.144944992299609,2.83934110287814,-1.49327317011143
5005251,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21752,-0.746307332341706,1.53637390512643,-0.680342385053874,0.851389927978143,-0.875586927444535,-1.74870784734372
4311429,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21792,-2.82195324531403,1.1991764971676,-0.39692068288725,0.863224054904977,1.5605922392661,-1.86640271667432
4209458,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21800,-0.0258878677603496,0.00190020300217767,0.00159935318726125,0.00353201708922742,0.715214702751877,-0.298712344616328
4113254,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21944,-0.00989274547900622,0.00905071832148553,-0.00618835507478694,0.00326941567420885,1.00247226093557,0.399448586247298
4209508,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,-1.47292885166094,1.43955164605758,-0.688696022299093,0.113969390754864,3.3725954401857,-0.872628047930764
4311502,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22056,-2.52222590712936,1.95434418514922,-0.199197631467381,0.232486142790234,3.10400298631472,-1.79195811768577
4209706,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22080,-0.0205938297011642,0.00808155153733763,-0.00323120601053903,0.00136695235633051,2.57330958503501,1.29071139663584
3526704,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22088,1.03148944467499,2.34283773831532,0.0704938220874196,0.137372450676878,1.08150750123168,0.455729383307329
3526803,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22112,0.615735524825479,2.35659332240068,-0.0627252850667138,0.156983843536096,0.790250272438028,0.134853942079829
5212303,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22136,3.05559589111816,-1.56748613119484,1.77962485300067,0.380442038255827,-0.65635646308703,1.57766054259901
4113403,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22144,0.00465676273912843,0.0137115344944645,-0.00206046534785222,0.00267749337997709,0.0326641861885961,-0.21471922674709
4113429,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22176,-0.752375800108077,2.22903327374721,-1.11190081876629,0.598310566705979,0.981438267128964,-0.687356234722126
3526902,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,1.14793338299329,2.18237307284928,0.101619943404933,-0.0215556229658559,1.95627808731552,0.597679204866971
3138625,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22208,1.65202588170639,0.62490074404479,0.892291587667552,-0.483805061554837,-3.48896129964203,-0.680505699852258
4113452,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22248,-1.80335653590904,1.13283528851204,-0.685182903903362,0.847050614316059,1.537781826971,-1.13412715386461
1712405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22320,2.67193816412243,-0.328478486652356,1.00250884569071,-1.00591864327681,-3.93396034666545,1.23388886764439
4113502,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22328,-0.69996420064181,1.52064634484238,-0.830237860716544,1.18529534095353,-1.67123521143154,-1.38088311312138
4113700,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22352,0.00701933288792944,0.0183805030473817,-0.00564719845885809,0.00423344246786319,0.0096642170339892,-0.197791952107717
5105259,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22408,0.0346172219334832,-0.0197100276553557,-0.000356852758671589,0.00752057388141821,-1.04484501636871,-0.00281616691313399
3527405,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22416,0.478897106482789,1.54920034498001,0.297359627576495,0.321667455040588,-2.42972089003407,-1.23431820858267
3138708,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22536,2.1578608747476,-0.0743312478171149,0.986023716625588,0.197462783406543,4.48441861667053,1.97804987084314
4113759,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22544,-0.000763199085491853,0.0167267998538404,-0.00605514551663472,0.00240049564278032,0.253639837874233,-0.19688709124938
3527801,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22552,0.015460147295433,0.0210744559439212,0.000721942041256464,0.0028341796438852,-0.314034219337297,-0.278660783310119
3527900,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22568,0.0133352983850051,0.0185771590003531,-7.14039712325888e-05,0.0040977620380971,-0.470084469329964,-0.418285489787061
4210035,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22584,-0.0247995544838504,0.00518283003998026,-0.000426288804292798,0.00122135199486547,2.06984297562687,0.877822098507218
3528205,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22712,0.0186067836197363,0.0121821701328883,0.000889064082374619,0.000920047503558704,-1.15902887000988,-0.663191371404902
1100130,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22744,0.0215437024006777,-0.0079631394617929,-0.0034525813915899,0.00860872631146293,-1.27521450457005,-0.277613242917439
3139003,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22752,1.81675759138586,0.478093303092524,0.937928536661542,-0.102822694261999,2.38447153754899,0.740923213056348
4210050,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22768,-0.02609195532222,0.00642261897411036,-0.00138833302202937,0.000799667064617566,2.43827913362234,1.21830824571346
3139102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22816,0.0269281682385759,0.00352648749007066,0.00686906179087901,0.00557814486743464,1.24005092446487,1.05940939102842
3528403,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22904,0.0140759572147273,0.0189799526447612,-0.00245969212658367,-6.81254172716866e-05,1.48949529289711,1.04102980415397
4114104,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23104,0.00633739870791433,0.0195394728088738,-0.00689589405215275,0.00469066120499444,-0.272519228222635,-0.447107448217306
2205904,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23192,0.0269492596521122,0.0125469122811545,0.000564418965275849,-0.00155246192434727,-1.87837970819658,-0.412978739601397
4114500,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200,-1.31185668274175,1.55815378114897,-1.1372983149196,0.881187283785516,3.40108249465826,0.392222319938578
4311809,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23448,-0.0355876988255903,0.00199578731376304,0.00226532012986559,0.00132781910622759,1.01268079734217,-0.0821571511784342
5105580,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23496,2.94919960880347,-3.36939408780301,-0.386329808455663,0.677976428069437,-3.64401201973666,1.09857343813847
4311908,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23504,-2.47298128746464,1.03868345061635,-0.611757383100051,0.465568080577775,4.1643988867708,-0.320228629575434
4114609,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23552,-1.05450767229843,1.21985834112446,-1.08326293986557,1.27265637686324,-0.190087885536525,-2.23411520306997
1712504,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23648,0.0361923236371687,-0.0118562306271355,0.00986995905832717,-0.00331211184837701,-1.65824833582945,-0.303716798808528
3529005,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23712,0.015460147295433,0.0210744559439212,0.000721942041256464,0.0028341796438852,-0.314034219337297,-0.278660783310119
4115101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23720,-1.25005146664469,0.812659154554352,-0.43231818607712,0.865512500437336,0.889755557453559,-0.696176180536069
4115200,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23728,-0.293537856627282,2.51192357209066,-1.10634685537826,0.874092568295405,0.0963450142243997,-0.632505541983628
4115309,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23752,-2.34157470316957,0.507047859641972,-0.431992471376846,0.668046800657599,4.12948879249241,-0.453312991553044
4115507,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23880,0.00268737855593178,0.0173599434705838,-0.00700930189205173,0.00439697900503467,-0.0469375880297578,-0.386098005199123
4312104,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23936,-2.39275000439548,2.35721671895242,-0.393761770425333,0.976756439502046,1.59073184541133,-2.49667224076522
2106409,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23960,0.688649158975081,-1.02662840571389,-2.98090980946522,-0.379489656396531,-5.78023506723498,0.0883361364995946
3529302,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23976,1.36362499332218,1.81068054180569,0.546677763781488,-0.131860834707803,-0.354476956450154,0.209871096345194
4115606,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,-1.80335653590904,1.13283528851204,-0.685182903903362,0.847050614316059,1.537781826971,-1.13412715386461
4312138,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24096,-0.0355876988255903,0.00199578731376304,0.00226532012986559,0.00132781910622759,1.01268079734217,-0.0821571511784342
2106607,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24144,0.0224045149206823,-0.00114375060264019,-0.00918097864098264,-0.000974927730218938,-2.00582884344788,-0.582984739983132
4115754,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24224,-0.700910197874521,1.92874482074645,-1.10866233290897,0.906501464739856,1.40842388419626,-0.228770035247796
3141306,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24288,0.025125021949543,0.007132029994318,0.00620458026691522,-0.000487347911620653,0.710260436511459,0.850433130728254
4115804,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24304,-0.0119535731602371,0.00418431369604713,-0.00135194630835305,0.00521927217572256,-0.203464735536709,-1.10939737494708
1504505,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24336,-1.92073582614618,-3.86810147939056,-2.17593828451634,-0.645619049629958,-5.21958471928439,0.610496940501078
3529500,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24360,1.06277554356406,2.33283881975404,0.225602665684003,0.472945122161924,-2.66821212331326,-0.829082999871814
3529708,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24472,0.0265154746570932,0.0148452544564751,0.00480200182788385,0.000894260274328831,-0.734226649202854,-0.309773206523178
2106672,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24496,0.520984790230515,-1.26389658025993,-2.95047003517922,-0.365154543055985,-5.93428790101236,-0.0271880480842682
5213053,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24520,3.1300112569388,-1.75435257179832,1.94796366235274,0.20108126560296,-1.02069691963335,1.86753653528283
4312252,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24552,-0.0302106474439887,0.0108160257744552,0.00219431233281809,0.00244765560512253,0.539927662823533,-0.616379815853228
5213103,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24576,2.05419700838271,-1.05882330036425,0.594180196194112,-0.315899394040956,-1.21316450404628,0.809915030819155
3530003,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24600,1.79544615750196,0.302518425589233,0.572509808142221,-0.260769207172405,-3.23981751351194,-0.115656505583379
1713205,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24632,2.66109266492538,-1.01256166769217,0.710509432103964,-0.62179868452773,-5.72135606092755,0.527529705078812
4312302,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24664,-2.48833276297852,1.72446617067678,-0.557818831032691,0.930850224503731,0.745614465602148,-2.35753646753776
3530102,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24712,0.341677196200828,2.42435907791503,0.0369720593166081,0.640577306210145,-2.99763744733986,-1.41474237486977
1713304,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24728,3.46329466085601,-1.97722497844745,1.92622497764146,-1.1132591670316,-5.32683004277058,0.805475824604444
3530201,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24752,0.00673008297284043,0.0128640946702597,2.78390067715341e-05,0.00210495796766506,-0.812322904650395,-0.783337657258717
4116000,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24760,0.081492457917498,1.56638279004336,-0.166522351551056,0.412646832601396,-1.15225226696151,-1.01554727166025
4210852,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24800,-0.018140220184328,0.00728791061466525,-0.00205951169217402,0.000779279822617299,2.17418825130356,0.911963255484645
3530508,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24840,1.41716122635047,1.62854962312152,0.334869158225221,-0.0516018458773261,0.837810818039297,0.993683450852108
4210902,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24848,-2.54468840327906,0.57284166314321,-0.628284324898893,0.789794681599946,2.18523369690297,-1.47180025118212
3142403,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24864,0.0291387516649909,0.00737221329359433,0.00670919582943918,-0.000639240135830615,0.119925854390567,0.303906607105594
3530607,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24880,0.00896718908285688,-0.00336181333183329,0.000210412547612538,0.00365777613830293,0.798622916942051,0.520350097596019
1504752,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24928,-0.0152749167679178,-0.0173012737471888,-0.0112560437680674,-0.00524136747760581,-1.39809609825053,-0.236131394553749
4312351,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25056,-3.11609225045983,1.19029632652408,-0.168665249084456,0.0886558017675307,3.28047621407149,-1.11777040082104
4312377,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25120,-2.60013041094771,1.21580555710417,-0.388482003659317,-0.490699681661571,5.61849859984547,0.196119356798386
4211058,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25176,-2.15905899186895,1.13892447964075,-0.622672693361598,0.0352202932841076,6.65529668626394,0.676114392423421
1713601,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25216,0.0301194470922993,-0.00222559929000538,0.000287835809296494,-0.00166264664815657,-1.89365423327307,-0.51419146270479
3143203,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25264,1.96636859593971,0.802131379969632,0.71708965122688,-0.16236993425027,2.39348743158218,1.52717918798096
1713700,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25272,3.63235054412384,-2.10670142507377,2.15598167896729,-1.11950364031662,-5.40100436423613,0.631481355940229
3143401,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25280,1.94356582484339,0.876942750498369,0.628898586298339,-0.120697512182377,2.23760235191107,0.974504458815758
5213707,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25336,3.67002736512355,-2.90535507406729,1.6268252653223,0.456878140537375,-3.77918160069986,0.532808131140687
5213772,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25360,0.0322605838413773,-0.00289401302106355,0.00583409658370382,-0.00187097405426457,-1.0960213092441,0.0622131383635879
4116109,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25400,-1.25005146664469,0.812659154554352,-0.43231818607712,0.865512500437336,0.889755557453559,-0.696176180536069
5213806,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25440,0.0322404156879435,-0.00206813380657674,0.00703720972565556,0.00189934208104358,-0.623655467082145,0.116160670451573
3531902,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25464,1.94086367922102,1.29544258657711,0.752150602109995,-0.212838420498808,-1.64640644616082,0.0513392059111168
5213905,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25576,3.4963260650924,-2.41115426081521,1.83282773315774,0.372804121202824,-3.5546854428146,1.04326553696998
4312500,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25592,-2.70088573685844,2.11600187910043,-0.2017997075834,-0.320103428304752,3.04385287896159,-1.17746649646941
3532058,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25600,0.02168701716217,0.018222306229574,0.00270187521208386,0.000456128348693951,-0.0992364685470788,0.0312344418988991
4312617,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25672,-0.0295272882958825,0.00472349630029083,0.000130312731175402,0.000347305235355103,1.86803181826344,0.691741329111599
5214101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25856,0.0322273113139105,-0.00522499217063375,0.00589265077338751,-0.000408498021149238,-1.43272192064491,-0.196670677362742
3532207,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25912,0.108749548418911,1.5860895951834,-0.027159710766257,0.281168751457461,-1.85010146163979,-1.14361877014752
5005707,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25984,0.000720137075972224,0.0118992940608867,-0.00421190964327197,0.0058561388262911,-0.743954583985643,-1.13240679866719
5214408,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26056,3.21851233096627,-1.82386581523819,1.69773605161237,0.334438893652717,-2.77870728076856,0.926646467669996
5105903,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26192,0.0285334315270407,-0.0141113725058615,-0.00662274049025621,0.00399329936304999,-1.49919918424504,-0.531522787463121
5106000,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26224,0.0297363918085406,-0.0162340000769031,-0.00710359529162569,0.0050988075191215,-1.1728926449354,-0.175856880316419
4116406,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26256,-0.0565238498700794,1.69961174144762,-0.430260503297254,0.177130015987937,-1.05710155013284,-0.890824356898864
5106109,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26280,0.026676188120741,0.00407193723273292,0.000476722191976028,0.00251643334301267,-2.23959987142493,-1.48441913422458
5006002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26328,0.00446950054298351,0.00572867222591121,-0.00296546418991867,0.00374856761341049,-1.13814543408442,-0.958073684729587
4116604,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26344,0.00465676273912843,0.0137115344944645,-0.00206046534785222,0.00267749337997709,0.0326641861885961,-0.21471922674709
4312807,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26360,-0.0328454449825089,0.00752640750559759,0.00225080936674443,0.00413069903757638,1.16554676848565,0.0568130119315394
5214804,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26376,2.53435848368011,0.203885174958287,1.51959461094988,-0.531761530288958,-1.50701148836826,0.761218246801257
4312906,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26392,-3.04740515202028,1.73544780891621,-0.239751382510594,0.782357806559289,3.60064329048701,-0.86144636522444
3532827,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26440,0.133471871561975,2.07952821719624,-0.716944902237241,0.173286694299447,4.07114447609329,0.901472078065692
5106216,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26456,3.06004723658901,-3.89900325228592,-0.686033984030579,0.862899181039369,-3.5438502326534,1.23065112489413
4313011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26472,-2.19256916529607,2.5588499607072,-0.46732636977973,1.21267255115044,0.552730486985258,-2.57751376696785
2107258,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26496,1.75820437922781,-0.181432509246197,0.284537772376659,-0.77299874167757,-4.36263833997259,1.05126738217327
5214838,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26504,3.20029897496352,-2.12586837508365,1.13804369355689,0.153842918000634,-4.98887488635926,0.541493473591107
4313037,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26560,-0.0284128983682135,0.0077546266719579,-0.000617882831788079,0.00541970428300888,0.484477430164557,-0.688246373018787
3532900,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26568,0.0189767672274148,0.0248337473740714,-0.00135164422389801,0.00172068034234858,-0.5878153394379,-0.403319710898983
4117008,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26576,-0.163099116574015,1.72529704684014,-0.359790739744601,0.515717140013818,0.308161851082296,-0.54925083898517
4211454,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26696,-0.0258878677603496,0.00190020300217767,0.00159935318726125,0.00353201708922742,0.715214702751877,-0.298712344616328
4117057,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26720,-0.0126562143703889,0.00520959823513877,-0.00326237011037198,0.00453712082557533,1.22762461101111,0.212096264463164
1100338,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26752,2.06568406434692,-1.16120260711133,-1.06118678147015,1.20525581065046,-4.49846623740159,0.197525933479375
5108857,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26760,0.0297363918085406,-0.0162340000769031,-0.00710359529162569,0.0050988075191215,-1.1728926449354,-0.175856880316419
3533403,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26808,0.0200690967287599,0.0203632198350332,-0.000278055826605269,0.000796327779980782,0.76809447061495,0.536230533475035
4117206,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26816,-0.00202360707274845,0.00830649751345837,-0.00322084948471197,0.00604732178282147,-0.487997366540752,-0.797743627033464
1715002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26976,3.81655744280851,-2.20822424544249,2.354918535112,-1.15318524529626,-5.63339343148645,0.510953065526379
5106240,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27072,3.66566912648633,-4.23696605870135,-0.0345547297828813,0.982805881232563,-3.18757414150202,1.12908026556303
4313490,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27176,-2.82195324531403,1.1991764971676,-0.39692068288725,0.863224054904977,1.5605922392661,-1.86640271667432
