"codigo_ibge","safra_soja","latitude","longitude","area_total","n_sinistros","n_apolices","sum_indenizacao_total","sum_total_premios","tipo_solo","awc_ana","area_total_irrigada_fertigada_percentual","X","PC_Prec_1","PC_Prec_2","PC_Prec_3","PC_Prec_4","PC_Temp_1","PC_Temp_2"
5218052,1,-17.8143,-50.1653,780,0,3,0,82747.4,"LVdf",0.1331089145,0.140168677730472,31522,0.0297296330829705,-0.00856831690299635,-0.00744515849659638,-0.0103978468765664,-1.48232889652563,-0.533636663971917
5218052,2,-17.8143,-50.1653,1756.58,2,12,328168.709973442,195471.31,"LVdf",0.1331089145,0.140168677730472,31523,1.84493972987499,0.424564867093124,0.748292696195787,0.13646006295642,-4.19156417791957,-0.112997636030726
5218052,4,-17.8143,-50.1653,2921.47,0,14,0,403185.76,"LVdf",0.1331089145,0.140168677730472,31525,0.0187873831865528,-0.00423094420749029,-0.00117022689731451,0.00425910597866644,-1.46969593110845,-0.802350124836288
5218052,6,-17.8143,-50.1653,4180.29,0,21,0,827746.87,"LVdf",0.1331089145,0.140168677730472,31527,0.0303732990208415,0.00429166917946904,-0.00344860578295233,0.00159619905923366,-1.34249523251864,-0.460051291053532
5218102,1,-17.3554,-52.6799,659.77,0,4,0,49116.86,"LVd",0.0938706655,0.00065646029943214,31554,0.0226279262983932,0.000926058561033545,-0.00336948511067681,-0.00285766031793782,-0.506672548911681,0.165778665727052
5218102,4,-17.3554,-52.6799,630,0,4,0,60780.15,"LVd",0.0938706655,0.00065646029943214,31557,0.0215004742128266,-0.00215166709147957,0.000229934038503166,0.000182388942467474,-0.485311043498828,0.0378182712916888
5218102,5,-17.3554,-52.6799,3552.45,0,17,0,604944.91,"LVd",0.0938706655,0.00065646029943214,31558,2.13660159875483,-0.978836753162274,0.332673607322608,-0.344529383988224,-1.77849080372117,0.973141384423834
5218102,6,-17.3554,-52.6799,2262.2,0,13,0,487563.97,"LVd",0.0938706655,0.00065646029943214,31559,2.10123808042053,-0.821890236382,0.439115242106572,-0.276318101943763,-1.57109946761349,1.01301327458737
5106778,3,-10.8761,-51.6357,1167.84,0,2,0,81739.68,"GXbd",0.0967240374032713,0,31588,0.028020505679646,-0.0105090347727963,-0.00356652570907908,0.00505529794999625,-1.47507344662646,-0.104867627095337
5106778,4,-10.8761,-51.6357,1702.12,0,7,0,145486.6,"GXbd",0.0967240374032713,0,31589,2.57582038311803,-2.77484162826937,-0.450409613853867,0.352006557816871,-4.49816054695815,0.519362307188263
2208551,2,-6.96423,-44.1837,0,0,0,0,NA,"RLd",0.082633902208582,0,31595,0.0208996480755028,0.0183430120767884,-0.00647647826961784,0.00211670491563576,-1.86583655815466,-0.409071264120972
2208551,3,-6.96423,-44.1837,0,0,0,0,NA,"RLd",0.082633902208582,0,31596,1.74441242274661,0.878221282770454,-0.727233024731789,0.687859663995994,-5.34984921052918,0.657305569030053
1718006,1,-11.618,-47.0621,0,0,0,0,NA,"PVAd",0.0921712922000915,0,31602,0.026884168051284,8.32589191991479e-05,-0.0269130328757513,-0.0162288149730152,-1.56558504491611,-0.235643584134248
1718006,3,-11.618,-47.0621,0,0,0,0,NA,"PVAd",0.0921712922000915,0,31604,0.0328665806924591,0.011119282538715,-0.00680772685117608,0.00538414333419535,-1.51244363443818,-0.315195231413466
1718006,4,-11.618,-47.0621,0,0,0,0,NA,"PVAd",0.0921712922000915,0,31605,2.18933061437546,0.0479180758724762,-0.404305820344505,1.25577735109961,-4.73897292922161,0.367398354490326
1718006,5,-11.618,-47.0621,710,0,2,0,101726.23,"PVAd",0.0921712922000915,0,31606,2.83017093170035,-0.408048602776149,-2.45445272124261,-0.437413191330651,-5.08407609302961,0.522223469075242
1718006,6,-11.618,-47.0621,397.2,0,2,0,126639.48,"PVAd",0.0921712922000915,0,31607,2.6159981874902,-1.31027605104654,-1.70161358222798,1.70997055461191,-4.7201051745419,0.653402839097359
4120101,2,-25.54,-49.8946,600.2,0,5,0,69946.98,"CXbd",0.129532385191437,0.00257260921530059,31611,-0.0251741062705001,0.000798158058609808,-0.00469156399123299,-0.0032973631035491,1.96361079443926,0.932297583645678
4120101,3,-25.54,-49.8946,360.6,0,4,0,54709.84,"CXbd",0.129532385191437,0.00257260921530059,31612,-1.43251704081862,0.511870677193443,-0.344536035761637,-1.38503281371006,5.358691319426,1.73299200702254
4120101,4,-25.54,-49.8946,738.45,0,8,0,123491.04,"CXbd",0.129532385191437,0.00257260921530059,31613,-0.268403461836704,1.23708074010897,-0.516430834601686,1.60132898400006,4.79476903955301,0.632485987950792
4120101,5,-25.54,-49.8946,1599.77,1,22,36525.2035921489,282707.59,"CXbd",0.129532385191437,0.00257260921530059,31614,-0.828367849866748,1.79491693071982,-0.289302262003359,-0.404608929094349,4.8752371179345,1.72346596792577
4120150,3,-25.5477,-52.4067,96.3,0,1,0,14838.96,"LBd",0.125825466051976,0,31620,-0.0343640392616605,-0.0158901193066923,-0.00519435158328523,-0.0108013895592095,2.00115793506534,1.39428290563237
4120150,4,-25.5477,-52.4067,356,0,2,0,45626.19,"LBd",0.125825466051976,0,31621,-1.98688793476629,-0.303028502512001,0.103786153364411,1.05497848174048,4.9429546423582,0.49198603576311
4120150,5,-25.5477,-52.4067,1748.27,0,37,0,270325.36,"LBd",0.125825466051976,0,31622,-1.60308811172174,-0.131527102814081,-0.282166934927717,-0.407097042180483,4.74533650869952,1.31182435562336
4120150,6,-25.5477,-52.4067,2095.07,11,52,144199.021322385,528391.41,"LBd",0.125825466051976,0,31623,-2.34318799000949,0.244375278985237,0.690121850333213,-1.08314558547881,4.8708837335479,1.43768911588979
2707305,3,-9.05195,-35.3987,0,0,0,0,NA,"PVAd",0.0979449964495396,0.0699849161265539,31636,-0.0671449277916765,-0.00471813221696398,0.00499641245016989,-0.0209923552618486,-0.840335565346036,-0.283596604236008
2707305,4,-9.05195,-35.3987,0,0,0,0,NA,"PVAd",0.0979449964495396,0.0699849161265539,31637,-1.52653103206642,2.1356483344547,-1.74866967004552,-0.779134163328152,-2.51744076207256,0.166138676715193
5106802,4,-11.533,-57.4132,2413.09,0,7,0,218444.67,"LVAd",0.103058050192474,0.0015012599339276,31677,0.0285981411978969,-0.0215557656583513,-0.00983834574993591,0.00964555317293194,-1.48091338822769,-0.460495464787818
5106802,6,-11.533,-57.4132,5239.27,0,13,0,672662.9,"LVAd",0.103058050192474,0.0015012599339276,31679,0.0291476600316382,-0.00942869172199822,-0.00385620026633794,0.00559023654775924,-1.40152048449284,-0.324165194409598
5106851,2,-15.3235,-57.2204,0,0,0,0,NA,"PVAd",0.130261999464792,0.00075151494688551,31691,0.0174122594256326,-0.00515153565476646,-0.00705554796688201,0.00625326056010134,-1.86860450571023,-1.0417870754108
5106851,4,-15.3235,-57.2204,0,0,0,0,NA,"PVAd",0.130261999464792,0.00075151494688551,31693,0.0241867430298726,-0.00797997854518161,-0.0130395073059159,0.00615121599276485,-2.09362135586128,-1.33229480527685
3540606,3,-23.2093,-47.5251,121.5,0,1,0,11214.14,"LVd",0.114685629120083,0.0437988125656408,31700,0.0118439404346626,0.0174599730261721,-0.00486184480937331,-0.00312974355584184,0.664481246460875,0.603341925862329
3540606,4,-23.2093,-47.5251,0,0,0,0,NA,"LVd",0.114685629120083,0.0437988125656408,31701,0.515375050706433,1.88035768971232,-0.140941445794161,0.924907830035556,0.923187545949195,-0.266152658822014
3540705,1,-21.8498,-47.487,0,0,0,0,NA,"LVdf",0.106708549936676,0.385412802867314,31706,1.8620994584694,0.0943678434849574,0.577225482856605,-0.981087767982208,-0.308890721567907,0.264080132653179
3540705,3,-21.8498,-47.487,0,0,0,0,NA,"LVdf",0.106708549936676,0.385412802867314,31708,0.0191604543870365,0.0134043457852045,-0.00299532675365723,-0.00247899140989741,0.139490283957696,0.300366224722374
3540705,4,-21.8498,-47.487,0,0,0,0,NA,"LVdf",0.106708549936676,0.385412802867314,31709,1.05946409184184,1.06050609804396,0.765426588419749,1.32350656122419,-0.17141651386275,-0.207106914673129
4315008,1,-27.8569,-55.01,0,0,0,0,NA,"NVe",0.11963473998132,0,31738,-0.0354071497537726,-0.0272890637842765,0.0140338190209447,-0.0171179880642868,-0.446387030793132,-1.19347207178762
4315008,2,-27.8569,-55.01,0,0,0,0,NA,"NVe",0.11963473998132,0,31739,-1.15982821295411,-1.60244330286795,-0.972558080729976,0.866526812560523,0.946701570900676,-2.23690992901047
4315008,4,-27.8569,-55.01,110,0,1,0,15834.91,"NVe",0.11963473998132,0,31741,-0.0156460786845249,-0.0074605697383125,0.0121033460347068,0.00836741513859061,-0.193911014732055,-0.805795543334699
4315008,5,-27.8569,-55.01,227.95,1,8,12196.7594775013,56049.68,"NVe",0.11963473998132,0,31742,-2.06223793152592,-1.4319952011124,-1.52177731216237,-1.56182661371652,0.122269659403048,-1.34906824384422
4315057,3,-27.5796,-54.6657,0,0,0,0,NA,"CXve",0.126978776859743,0,31748,-0.0380591290271581,-0.0245421851119835,-0.0284618330018764,-0.0145863483945498,0.0231663340735212,-0.518332788213503
5006903,2,-21.6981,-57.8836,880.75,0,4,0,93273.14,"SNo",0.100030369449823,0,31755,-0.00254269431568046,0.00085918043129488,-0.00545861849148248,0.00142417568556954,-1.29192901221443,-1.57651411172576
5006903,4,-21.6981,-57.8836,300,0,1,0,40729.91,"SNo",0.100030369449823,0,31757,0.00137564778702997,-9.93275172962592e-05,0.00592298678940237,0.00268293719501608,-1.53185657737848,-1.55343220374039
5006903,5,-21.6981,-57.8836,277,0,1,0,54998.14,"SNo",0.100030369449823,0,31758,1.12827615214963,0.503382330677769,-1.04264244474201,-0.551862109115365,-3.58641231238031,-1.58856915437863
5006903,6,-21.6981,-57.8836,456.1,0,3,0,182715.74,"SNo",0.100030369449823,0,31759,-0.465826203593575,0.802474351215043,-0.481381698177667,-2.17551661810289,-3.60037525140841,-1.38702295022977
1718204,1,-10.7027,-48.408,3693,1,13,80634.9096758786,535293.1,"GXbd",0.0892020468579604,0.00931743341999872,31762,2.11553967904776,-0.593141967795784,-1.78733808907624,-0.954795553304936,-6.24792304557393,0.130868801677444
1718204,4,-10.7027,-48.408,6853,1,24,331471.33471145,1117932.52,"GXbd",0.0892020468579604,0.00931743341999872,31765,0.0275895627589453,-0.00284044695740431,-0.00954150626594378,0.00545905841233825,-2.13383082823121,-0.860943309155692
4213609,3,-26.2451,-51.0759,349.36,0,4,0,44300.64,"CXbd",0.134248691191704,0.00053017334311994,31812,-0.0334297828033859,-0.00967585933395925,-0.00707158043112915,-0.00980193869818689,2.2719250508375,1.58365416650113
4213609,6,-26.2451,-51.0759,824.04,1,25,151433.070025877,261346.41,"CXbd",0.134248691191704,0.00053017334311994,31815,-0.0396617533472522,0.00237655653652017,0.0129376109612608,-0.0131561800710889,2.23211246434172,1.53565855800271
1100205,1,-8.76077,-63.8999,0,0,0,0,NA,"FXd",0.119955334395016,7.60734913898692e-05,31818,0.141139972049091,-1.56546880482328,-1.8273568417745,0.624870131043165,-4.80600944010402,-0.0852037818609342
1100205,4,-8.76077,-63.8999,0,0,0,0,NA,"FXd",0.119955334395016,7.60734913898692e-05,31821,0.00938746052070229,-0.0028324274004614,-0.00147794192465629,-6.70377693886212e-05,-1.4716637750778,-0.438430605213225
4315073,2,-27.7405,-54.8994,0,0,0,0,NA,"NVe",0.112126465938927,0,31827,-0.0121539092246166,-0.00634013674798593,-0.00861751449880331,0.00274874677827385,0.245508382022293,-0.762270024995414
4315073,4,-27.7405,-54.8994,0,0,0,0,NA,"NVe",0.112126465938927,0,31829,-0.0164320942511599,-0.00225316811718593,0.0120508854676869,0.00871468972704547,0.00738244999402821,-0.710720373174919
4315073,6,-27.7405,-54.8994,53.2,1,2,57649.4776844901,19235.43,"NVe",0.112126465938927,0,31831,-0.0196548657096329,0.0103309877246403,0.0095906624272189,-0.0142501759429609,0.0219614261530019,-0.361591688601937
4120309,1,-26.1674,-51.231,0,0,0,0,NA,"CXbd",0.13653023769533,0,31834,-3.12767789689068,-1.74507914594505,2.2828446524781,0.705078993601618,5.4303896072486,1.13117802834669
4120309,2,-26.1674,-51.231,0,0,0,0,NA,"CXbd",0.13653023769533,0,31835,-2.37776541721709,-0.580292103584675,-0.344657658229416,0.257401244887308,5.91116433684796,0.428658830601131
4120309,6,-26.1674,-51.231,86.81,0,5,0,16099.7,"CXbd",0.13653023769533,0,31839,-0.0396617533472522,0.00237655653652017,0.0129376109612608,-0.0131561800710889,2.23211246434172,1.53565855800271
4315107,1,-27.9082,-55.1379,0,0,0,0,NA,"NVe",0.117556905061574,0,31850,-2.23096411819822,-2.82168459525653,1.51301030440093,-1.59825435999179,-0.411407563468629,-2.30157781203789
4315107,2,-27.9082,-55.1379,103,0,1,0,11276.11,"NVe",0.117556905061574,0,31851,-1.15982821295411,-1.60244330286795,-0.972558080729976,0.866526812560523,0.946701570900676,-2.23690992901047
4315107,3,-27.9082,-55.1379,0,0,0,0,NA,"NVe",0.117556905061574,0,31852,-3.4962930324009,-3.47070784473245,-3.18650068648695,-1.77803078158142,0.0783262468940049,-1.40875341914501
4315107,4,-27.9082,-55.1379,80,0,1,0,10519.92,"NVe",0.117556905061574,0,31853,-1.39631001011879,-0.772028838359367,1.22550842287172,0.910762993868701,0.20191951608579,-1.90062436561347
4315107,5,-27.9082,-55.1379,196.12,1,7,7670.23163064479,45370.5,"NVe",0.117556905061574,0,31854,-2.06223793152592,-1.4319952011124,-1.52177731216237,-1.56182661371652,0.122269659403048,-1.34906824384422
5218300,1,-14.0859,-46.3704,0,0,0,0,NA,"RQo",0.137351664,0.00041406073211715,31858,0.0296345707163957,0.00776670358642345,-0.0125404190989785,-0.0132960759865199,-0.922370452268738,0.17664608464421
5218300,2,-14.0859,-46.3704,0,0,0,0,NA,"RQo",0.137351664,0.00041406073211715,31859,2.01214342614367,1.30496688209162,0.797995816069836,0.786571409891951,-2.98192888389853,1.1874515263847
5218300,3,-14.0859,-46.3704,852,3,4,1066531.4475019,100380.96,"RQo",0.137351664,0.00041406073211715,31860,3.01509948964723,0.421439858847832,0.85986735772924,0.87465483662533,-2.67982249450567,1.2466421399992
5218300,5,-14.0859,-46.3704,0,0,0,0,NA,"RQo",0.137351664,0.00041406073211715,31862,0.0305834581388066,0.00321844593378153,-0.0133057194216106,-0.00183814133235021,-0.990914555133583,0.121807911419611
3540804,3,-21.0428,-49.3815,0,0,0,0,NA,"PVAe",0.0702182988549534,0.185239000650365,31900,0.020464964676455,0.0162246377717121,-0.00306425883474637,-0.00315435620449182,-0.844600825067269,-0.389897046945513
3540804,6,-21.0428,-49.3815,71.78,0,2,0,22031.65,"PVAe",0.0702182988549534,0.185239000650365,31903,0.0200499097948336,0.0249660986616089,-8.39534803726589e-05,0.0011534049050274,-1.03078135705782,-0.590613750675369
3152501,1,-22.2266,-45.9389,0,0,0,0,NA,"LVd",0.114996675045864,0.0178151316237931,31914,0.0188850518489606,-0.00477069108857626,0.00594426476012394,0.00196769556041801,1.14447201963993,0.907708031094353
3152501,2,-22.2266,-45.9389,0,0,0,0,NA,"LVd",0.114996675045864,0.0178151316237931,31915,1.2200877679939,0.286054832235572,0.268255806195162,-0.803015501963497,2.93669398423781,0.57336242698652
3152501,3,-22.2266,-45.9389,0,0,0,0,NA,"LVd",0.114996675045864,0.0178151316237931,31916,1.03221308005507,0.659163342653282,-0.0652874674486156,-0.523161884306392,3.51988758194721,1.73872616632048
3152501,4,-22.2266,-45.9389,0,0,0,0,NA,"LVd",0.114996675045864,0.0178151316237931,31917,1.29926718065767,0.0867225077425984,0.279814530114539,1.24098510441579,2.86015810535977,0.552594421848829
4213708,1,-27.2567,-49.9301,0,0,0,0,NA,"CXbd",0.13705407992163,0.0635546405863033,31938,-0.0290138059388101,-0.0188328977011288,0.0245463630192605,0.0110359912639533,1.20798662628798,0.385588841008513
4213708,2,-27.2567,-49.9301,37,0,1,0,6306.81,"CXbd",0.13705407992163,0.0635546405863033,31939,-1.76586640290486,0.0331687601579587,-0.527468859676211,-0.00370617356563785,4.09914991595124,-0.653742304495708
4213708,5,-27.2567,-49.9301,180.77,1,11,21162.8690953101,39549.96,"CXbd",0.13705407992163,0.0635546405863033,31942,-0.0111027668806296,0.00206626642135124,-0.00313075921668521,-0.00287306349298972,1.22286960450384,0.623121118854343
4213708,6,-27.2567,-49.9301,217.93,1,15,11379.3296558954,60871.15,"CXbd",0.13705407992163,0.0635546405863033,31943,-1.78234619818357,1.28280866384602,1.11247514571651,-1.15071022884065,3.60742360275515,0.299584146761738
5107008,1,-15.8299,-54.4208,3301.26,0,9,0,212120.6,"RQo",0.116599735977442,0.010888687111611,31946,2.50764290547717,-1.42974616227359,0.0734100236474811,-0.493672451003294,-1.3631487920013,0.957888659756982
5107008,3,-15.8299,-54.4208,347,0,2,0,28654.68,"RQo",0.116599735977442,0.010888687111611,31948,0.0305254259034803,-0.00486661301315378,-0.00450286589041874,-0.00139613840326692,-0.244062502520124,0.464252413343898
5107008,5,-15.8299,-54.4208,1825.56,4,11,1329064.52668565,313309.89,"RQo",0.116599735977442,0.010888687111611,31950,0.0302891274886116,-0.00755593242729699,-0.00870676236764717,0.00548780997767715,-0.487316862025119,0.230298070585508
4120333,1,-23.0357,-51.4429,791.9,0,10,0,107834.57,"NVe",0.0925649623336142,0.0215417242743333,31978,0.146105528681226,-1.97098155459592,2.74514220043256,0.476705090933453,0.0492265653603263,-0.271857088637106
4120333,2,-23.0357,-51.4429,941.61,1,13,57654.2942668476,128973.1,"NVe",0.0925649623336142,0.0215417242743333,31979,-1.51882281573546,0.687890536052787,-0.467610576531293,-0.190699461358883,0.373500694767269,-0.719798555902638
4120333,3,-23.0357,-51.4429,1045.73,2,16,636017.641224614,122672.85,"NVe",0.0925649623336142,0.0215417242743333,31980,-0.236685029833315,-0.519079496012822,0.180884070479909,-1.65431486963092,0.550432208830701,0.342465851167841
4120333,4,-23.0357,-51.4429,1710.43,0,34,0,210285.23,"NVe",0.0925649623336142,0.0215417242743333,31981,-0.0621737888290988,1.43332472438553,-0.361330137685378,1.71773887091555,0.00144231451782958,-0.739781824768695
4120333,5,-23.0357,-51.4429,3699.85,0,52,0,622993.02,"NVe",0.0925649623336142,0.0215417242743333,31982,0.393725162181291,1.00480810821612,0.031545691963153,-0.360400574804777,0.0984902874303247,0.378988667249535
4120333,6,-23.0357,-51.4429,3320.97,5,60,232534.678150245,793030.44,"NVe",0.0925649623336142,0.0215417242743333,31983,-0.0978013376727825,1.99016143473708,0.536414378650616,-1.25464833535213,0.262253094475327,0.267241855357398
4120358,2,-26.0209,-53.7397,675.5,0,8,0,72587.89,"CXve",0.126381070481135,0.00092862828336428,32035,-0.0119283142023081,-0.0107331374531587,-0.00879515612636292,0.00365111880126746,1.64937370312134,0.588616750758345
4120358,6,-26.0209,-53.7397,2106.75,34,66,2654216.73306223,651661.28,"CXve",0.126381070481135,0.00092862828336428,32039,-0.0306949321181394,-0.000694033319439053,0.00793464249881377,-0.013604337918798,1.49860002758119,1.04455139466064
3152808,1,-19.3086,-48.9276,742.7,0,5,0,65692.22,"LVd",0.0734569481659822,0.00978835737577186,32042,0.0219727762768999,0.00150835466168253,0.00211952907501954,-0.00361745364228007,-0.747526117657673,-0.193283762451019
3152808,2,-19.3086,-48.9276,1263.7,0,6,0,111928.67,"LVd",0.0734569481659822,0.00978835737577186,32043,1.75809599209069,1.00666706576399,0.615763923548073,-0.066493862417096,-2.16949271223132,-0.00863915347682553
3152808,4,-19.3086,-48.9276,3161,0,14,0,330750.18,"LVd",0.0734569481659822,0.00978835737577186,32045,0.0192012664563849,0.00774637582921539,0.0037918190207138,0.00831844199757651,-0.744802429981903,-0.472136090251138
3152808,6,-19.3086,-48.9276,6612.52,0,32,0,1915475.08,"LVd",0.0734569481659822,0.00978835737577186,32047,0.0256366332776309,0.0171120808809084,-0.000335587546296954,0.000892009498174441,-0.608339979092399,-0.10024345440615
3541059,1,-22.8112,-48.6636,210,0,1,0,25640.74,"LVd",0.056695916,0.0152207160118578,32066,0.01000604831599,0.00413714453136084,0.00891198057443388,-0.000219467872447785,0.158800806884653,0.111953251865261
3541059,2,-22.8112,-48.6636,210,0,1,0,44925.45,"LVd",0.056695916,0.0152207160118578,32067,-0.176166261516322,2.04070749088066,0.116736073408996,-0.334393453418148,0.595584198322339,-0.473242496249298
3541059,3,-22.8112,-48.6636,0,0,0,0,NA,"LVd",0.056695916,0.0152207160118578,32068,0.570091707853192,1.56001352350014,-0.144259946852786,-0.555615532592337,0.898904871731593,0.692319037657952
3541059,6,-22.8112,-48.6636,465.98,0,2,0,71761.21,"LVd",0.056695916,0.0152207160118578,32071,0.015607333498829,0.0223464555376149,0.000623068615167753,0.000850330682806768,0.302330614529789,0.3452138159865
3152907,3,-20.7411,-46.8624,77,0,1,0,13608.82,"LVd",0.109576767386614,0.0019952114924182,32076,0.0200092120323219,0.00901095708732406,-0.00422013248706273,-0.00396058866061524,0.845627289173366,0.965119256778147
3152907,4,-20.7411,-46.8624,190.39,0,2,0,25443.65,"LVd",0.109576767386614,0.0019952114924182,32077,1.10245178264679,0.594887585486149,0.515211998440878,1.68715185060263,1.30954404823166,0.620060802550283
3152907,5,-20.7411,-46.8624,428.55,0,11,0,59002.64,"LVd",0.109576767386614,0.0019952114924182,32078,2.46429466453667,-0.756532204662564,-0.287569908655599,0.166035746785943,1.37973022113667,1.71365230086681
3153004,1,-19.739,-46.3755,105,0,4,0,13077.92,"CXbd",0.112303182961286,0.00378371840842206,32082,1.99783880977504,-0.371455269538974,0.377243368456746,-1.73132595934869,0.918308396044819,1.07803457078565
3153004,4,-19.739,-46.3755,0,0,0,0,NA,"CXbd",0.112303182961286,0.00378371840842206,32085,0.0165493228712444,0.00608412284588975,0.00387445220950005,0.00702676151875347,0.469462988449556,0.410541039914712
3153004,5,-19.739,-46.3755,892,0,8,0,103252.02,"CXbd",0.112303182961286,0.00378371840842206,32086,2.47870396852462,-0.745347138663501,-0.131992770674442,-1.04580730046948,0.993519732814593,1.49948869432976
3541208,1,-22.0082,-51.5565,582.9,0,3,0,73409.82,"PVAe",0.091791452,0.0084406918744531,32098,0.00329315887730386,0.00213698697254431,0.011218808957112,0.00389239931586148,-0.911077292434271,-0.814202565916168
3541208,3,-22.0082,-51.5565,969.5,0,7,0,152346.6,"PVAe",0.091791452,0.0084406918744531,32100,0.0042517642355415,0.00615721029005542,-0.000119491445524706,-0.0023450297639499,-0.632091620716984,-0.396254219908817
3541208,4,-22.0082,-51.5565,1133.83,1,15,33198.3129030672,179175.51,"PVAe",0.091791452,0.0084406918744531,32101,0.0313463856969727,1.31528336156418,0.0434025152643082,0.471607549114384,-2.1227188425355,-1.46943117823821
3541208,5,-22.0082,-51.5565,2327.69,1,21,45262.0832003099,488187.32,"PVAe",0.091791452,0.0084406918744531,32102,0.33493352094293,1.20029062753229,0.227761751148933,-0.0920419328133812,-2.07573227393168,-0.404663138063109
3541208,6,-22.0082,-51.5565,1542.45,1,13,429984.454802536,476902.01,"PVAe",0.091791452,0.0084406918744531,32103,0.148710378666127,1.65786862502558,0.213650802913518,-0.352953354247142,-1.8319720454895,-0.513248895168945
4120408,2,-23.2782,-52.1536,561.76,0,8,0,74759.71,"LVd",0.0615293714813778,0.00032106026943377,32123,-0.014505136625916,0.00681534613391874,-0.00733252042468211,-0.00269136115204667,-0.293370222472249,-0.580622014042973
4120408,3,-23.2782,-52.1536,770.6,5,12,558671.947665644,102615.68,"LVd",0.0615293714813778,0.00032106026943377,32124,-0.535157750840562,-0.330324156950234,-0.0626935567279072,-1.03292140957297,-0.207470972881467,-0.0992830233572879
4120408,5,-23.2782,-52.1536,1895.95,2,33,139291.064085627,402688.72,"LVd",0.0615293714813778,0.00032106026943377,32126,0.00983936884960328,0.0115772729737462,-0.00165101311422036,-0.00382809181930463,-0.265547175308422,-0.142504027787651
3541307,2,-21.7651,-52.1111,0,0,0,0,NA,"LVd",0.0514211308942554,0.00179325087024243,32147,-0.000960343561225098,0.00936924917990099,-0.00276330558611348,-0.00152167806548277,-1.26492305620954,-1.18813236134067
3541307,3,-21.7651,-52.1111,0,0,0,0,NA,"LVd",0.0514211308942554,0.00179325087024243,32148,0.180777141428308,0.539887271945286,0.19299471172051,-0.368450490738309,-2.73916729170633,-0.763747071534805
3541307,4,-21.7651,-52.1111,382.58,2,3,236896.548197361,59151.81,"LVd",0.0514211308942554,0.00179325087024243,32149,0.0342441747220627,1.22967251128015,0.155559850533088,0.496184013748847,-3.2873217905281,-1.77591543802288
3541307,6,-21.7651,-52.1111,3034.19,4,18,885099.873525213,1219698.85,"LVd",0.0514211308942554,0.00179325087024243,32151,0.00596614196555507,0.0118776224762443,0.00010843542737171,-0.000934377682495954,-1.17681863108005,-0.855151261660647
4214003,1,-27.0474,-49.6246,18,0,2,0,2106.16,"CXbd",0.133244908066931,0.00364794723381343,32162,-0.0290138059388101,-0.0188328977011288,0.0245463630192605,0.0110359912639533,1.20798662628798,0.385588841008513
4214003,2,-27.0474,-49.6246,31,0,2,0,4657.54,"CXbd",0.133244908066931,0.00364794723381343,32163,-1.76586640290486,0.0331687601579587,-0.527468859676211,-0.00370617356563785,4.09914991595124,-0.653742304495708
3153400,2,-18.4096,-46.4165,425.28,1,5,232865.249195477,60507.18,"CXbd",0.111875252386152,0.0257509879547901,32251,0.0246606040201154,0.0175850350196882,0.00366637020105429,0.00382014048861808,-0.29429576917638,0.28465936913858
3153400,3,-18.4096,-46.4165,0,0,0,0,NA,"CXbd",0.111875252386152,0.0257509879547901,32252,1.84616981018861,1.44985332397254,0.833796775991392,-0.0642635699975762,-0.597118021060685,1.42643341895042
3153400,4,-18.4096,-46.4165,0,0,0,0,NA,"CXbd",0.111875252386152,0.0257509879547901,32253,1.86894512340211,0.208379838315342,1.22848931352306,1.13622645696919,-0.910363510797234,0.685702220974077
3153400,5,-18.4096,-46.4165,740.04,0,8,0,101029.03,"CXbd",0.111875252386152,0.0257509879547901,32254,3.24132600697891,-0.640715972196006,-0.140784110919445,-1.11423223051552,-1.17409653450084,1.33777983310478
3153400,6,-18.4096,-46.4165,371.79,0,4,0,61640.34,"CXbd",0.111875252386152,0.0257509879547901,32255,2.45802298555901,0.0690842823961694,-0.0755063323687351,1.2960809766065,-0.68840055537872,1.41371707114254
3541505,3,-21.8732,-51.8447,0,0,0,0,NA,"PVAe",0.0613288344231442,0.0385647149755655,32292,0.00756917448020836,0.00884052196136618,0.000638949990011344,-0.000570975426239872,-0.9882429672011,-0.628325440497392
3541505,6,-21.8732,-51.8447,200,0,1,0,110448,"PVAe",0.0613288344231442,0.0385647149755655,32295,0.00839542285559615,0.0104223564363248,0.00193608583264755,-0.0021140486097187,-1.07492735799562,-0.745446116725598
5107040,6,-15.544,-54.2811,12474.8,3,43,303003.244958823,3446824.99,"LVd",0.117180195889547,0.0496918484237211,32327,0.0298741819217743,0.00179864718313903,0.00254544389741798,-0.000149480119302773,-0.651161564181166,0.15832978280446
4120507,1,-22.8517,-51.0293,6461.91,5,104,417558.620533132,658030.69,"AGUA",0.0957202989383417,0.00125469908937801,32338,0.315202643458652,-0.128512174616024,1.44244610722169,0.33887718112218,-1.36520212729736,-0.835954726397158
4120507,4,-22.8517,-51.0293,6741.6,7,136,277938.450086647,851625.58,"AGUA",0.0957202989383417,0.00125469908937801,32341,0.00820510459724959,0.0132071240664671,-0.00121766772471133,0.00650396735657443,-0.681327368026813,-0.787462538561935
4214151,1,-26.4441,-53.5994,44.7,0,3,0,10437.28,"CXve",0.136976528514962,0,32346,-0.0365811602644421,-0.0220170641183678,0.0206533621686463,-0.00938863318617638,1.15642719757519,0.271555559497554
